date,state,crop,market,variety,min_price,max_price,modal_price,arrivals,avg_price
2022-03-16,West Bengal,Soyabean,West Bengal Main Market,Common,2534,2534,2784,134,2534.0
2022-04-15,West Bengal,Soyabean,West Bengal Main Market,Common,2385,1885,2635,485,2135.0
2022-05-15,West Bengal,Soyabean,West Bengal Main Market,Common,1761,1761,2011,361,1761.0
2022-06-14,West Bengal,Soyabean,West Bengal Main Market,Common,1438,3938,1688,538,2688.0
2022-07-14,West Bengal,Soyabean,West Bengal Main Market,Common,2492,2492,2742,592,2492.0
2022-08-13,West Bengal,Soyabean,West Bengal Main Market,Common,1964,2464,2214,564,2214.0
2022-09-12,West Bengal,Soyabean,West Bengal Main Market,Common,1088,2088,1338,188,1588.0
2022-10-12,West Bengal,Soyabean,West Bengal Main Market,Common,1800,2300,2050,400,2050.0
2022-11-11,West Bengal,Soyabean,West Bengal Main Market,Common,1281,1781,1531,381,1531.0
2022-12-11,West Bengal,Soyabean,West Bengal Main Market,Common,2893,3393,3143,493,3143.0
2023-01-10,West Bengal,Soyabean,West Bengal Main Market,Common,1764,3764,2014,364,2764.0
2023-02-09,West Bengal,Soyabean,West Bengal Main Market,Common,1838,3838,2088,438,2838.0
2023-03-11,West Bengal,Soyabean,West Bengal Main Market,Common,1414,2914,1664,514,2164.0
2023-04-10,West Bengal,Soyabean,West Bengal Main Market,Common,1230,2230,1480,330,1730.0
2023-05-10,West Bengal,Soyabean,West Bengal Main Market,Common,2667,2667,2917,267,2667.0
2023-06-09,West Bengal,Soyabean,West Bengal Main Market,Common,2069,2569,2319,169,2319.0
2023-07-09,West Bengal,Soyabean,West Bengal Main Market,Common,2219,2219,2469,319,2219.0
2023-08-08,West Bengal,Soyabean,West Bengal Main Market,Common,1171,2671,1421,271,1921.0
2023-09-07,West Bengal,Soyabean,West Bengal Main Market,Common,2430,3930,2680,530,3180.0
2023-10-07,West Bengal,Soyabean,West Bengal Main Market,Common,1935,1935,2185,535,1935.0
2023-11-06,West Bengal,Soyabean,West Bengal Main Market,Common,2062,2562,2312,162,2312.0
2023-12-06,West Bengal,Soyabean,West Bengal Main Market,Common,2233,1733,2483,333,1983.0
2024-01-05,West Bengal,Soyabean,West Bengal Main Market,Common,2872,2372,3122,472,2622.0
2024-02-04,West Bengal,Soyabean,West Bengal Main Market,Common,1168,2168,1418,268,1668.0
2024-03-05,West Bengal,Soyabean,West Bengal Main Market,Common,2317,3317,2567,417,2817.0
2024-04-04,West Bengal,Soyabean,West Bengal Main Market,Common,1226,2726,1476,326,1976.0
2024-05-04,West Bengal,Soyabean,West Bengal Main Market,Common,1366,3366,1616,466,2366.0
2024-06-03,West Bengal,Soyabean,West Bengal Main Market,Common,1157,3157,1407,257,2157.0
2024-07-03,West Bengal,Soyabean,West Bengal Main Market,Common,1271,1771,1521,371,1521.0
2024-08-02,West Bengal,Soyabean,West Bengal Main Market,Common,2734,2734,2984,334,2734.0
2024-09-01,West Bengal,Soyabean,West Bengal Main Market,Common,1793,1793,2043,393,1793.0
2024-10-01,West Bengal,Soyabean,West Bengal Main Market,Common,1804,1804,2054,404,1804.0
2019-01-01,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2896,2896,3146,496,2896.0
2019-01-31,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2502,3002,2752,102,2752.0
2019-03-02,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2025,2525,2275,125,2275.0
2019-04-01,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2286,2786,2536,386,2536.0
2019-05-01,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2299,3799,2549,399,3049.0
2019-05-31,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1659,1659,1909,259,1659.0
2019-06-30,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1770,1770,2020,370,1770.0
2019-07-30,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2747,3747,2997,347,3247.0
2019-08-29,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1730,1730,1980,330,1730.0
2019-09-28,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1446,1946,1696,546,1696.0
2019-10-28,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2308,1808,2558,408,2058.0
2019-11-27,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1152,3152,1402,252,2152.0
2019-12-27,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2288,3288,2538,388,2788.0
2020-01-26,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1008,1508,1258,108,1258.0
2020-02-25,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1288,2288,1538,388,1788.0
2020-03-26,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2612,1612,2862,212,2112.0
2020-04-25,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2753,2253,3003,353,2503.0
2020-05-25,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1647,3647,1897,247,2647.0
2020-06-24,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2188,1688,2438,288,1938.0
2020-07-24,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1363,3863,1613,463,2613.0
2020-08-23,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2133,2633,2383,233,2383.0
2020-09-22,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1853,3353,2103,453,2603.0
2020-10-22,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2731,2731,2981,331,2731.0
2020-11-21,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2800,3800,3050,400,3300.0
2020-12-21,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1763,3263,2013,363,2513.0
2021-01-20,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1925,2425,2175,525,2175.0
2021-02-19,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2278,3278,2528,378,2778.0
2021-03-21,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2759,1759,3009,359,2259.0
2021-04-20,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2626,2126,2876,226,2376.0
2021-05-20,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1323,3823,1573,423,2573.0
2021-06-19,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1615,2115,1865,215,1865.0
2021-07-19,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2781,2781,3031,381,2781.0
2021-08-18,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2779,2779,3029,379,2779.0
2021-09-17,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1541,2041,1791,141,1791.0
2021-10-17,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2975,3475,3225,575,3225.0
2021-11-16,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2738,2738,2988,338,2738.0
2021-12-16,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2174,3674,2424,274,2924.0
2022-01-15,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1907,2907,2157,507,2407.0
2022-02-14,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2069,1569,2319,169,1819.0
2022-03-16,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2311,2811,2561,411,2561.0
2022-04-15,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1834,2834,2084,434,2334.0
2022-05-15,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2703,3203,2953,303,2953.0
2022-06-14,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2425,2425,2675,525,2425.0
2022-07-14,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1234,2734,1484,334,1984.0
2022-08-13,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1143,2643,1393,243,1893.0
2022-09-12,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1460,2460,1710,560,1960.0
2022-10-12,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1799,3299,2049,399,2549.0
2022-11-11,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1601,3101,1851,201,2351.0
2022-12-11,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1033,2533,1283,133,1783.0
2023-01-10,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2982,1982,3232,582,2482.0
2023-02-09,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1673,2173,1923,273,1923.0
2023-03-11,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2942,1942,3192,542,2442.0
2023-04-10,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2132,2632,2382,232,2382.0
2023-05-10,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1611,3611,1861,211,2611.0
2023-06-09,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2176,2176,2426,276,2176.0
2023-07-09,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1074,3574,1324,174,2324.0
2023-08-08,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2819,3819,3069,419,3319.0
2023-09-07,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1035,1535,1285,135,1285.0
2023-10-07,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1379,3379,1629,479,2379.0
2023-11-06,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1619,2619,1869,219,2119.0
2023-12-06,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2434,2934,2684,534,2684.0
2024-01-05,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2496,3996,2746,596,3246.0
2024-02-04,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1299,1799,1549,399,1549.0
2024-03-05,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1489,2489,1739,589,1989.0
2024-04-04,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1092,2092,1342,192,1592.0
2024-05-04,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2321,1821,2571,421,2071.0
2024-06-03,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1996,2496,2246,596,2246.0
2024-07-03,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2021,1521,2271,121,1771.0
2024-08-02,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,1051,3551,1301,151,2301.0
2024-09-01,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2849,3849,3099,449,3349.0
2024-10-01,West Bengal,Rapeseed & Mustard,West Bengal Main Market,Common,2587,1587,2837,187,2087.0
2019-01-01,West Bengal,Cotton,West Bengal Main Market,Common,2652,2652,2902,252,2652.0
2019-01-31,West Bengal,Cotton,West Bengal Main Market,Common,1153,1653,1403,253,1403.0
2019-03-02,West Bengal,Cotton,West Bengal Main Market,Common,1132,1632,1382,232,1382.0
2019-04-01,West Bengal,Cotton,West Bengal Main Market,Common,1062,3062,1312,162,2062.0
2019-05-01,West Bengal,Cotton,West Bengal Main Market,Common,2738,2238,2988,338,2488.0
2019-05-31,West Bengal,Cotton,West Bengal Main Market,Common,2815,2315,3065,415,2565.0
2019-06-30,West Bengal,Cotton,West Bengal Main Market,Common,2091,3091,2341,191,2591.0
2019-07-30,West Bengal,Cotton,West Bengal Main Market,Common,1781,3781,2031,381,2781.0
2019-08-29,West Bengal,Cotton,West Bengal Main Market,Common,2911,2911,3161,511,2911.0
2019-09-28,West Bengal,Cotton,West Bengal Main Market,Common,2942,2442,3192,542,2692.0
2019-10-28,West Bengal,Cotton,West Bengal Main Market,Common,2932,1932,3182,532,2432.0
2019-11-27,West Bengal,Cotton,West Bengal Main Market,Common,2027,3527,2277,127,2777.0
2019-12-27,West Bengal,Cotton,West Bengal Main Market,Common,1410,3410,1660,510,2410.0
2020-01-26,West Bengal,Cotton,West Bengal Main Market,Common,1836,2836,2086,436,2336.0
2020-02-25,West Bengal,Cotton,West Bengal Main Market,Common,1088,3088,1338,188,2088.0
2020-03-26,West Bengal,Cotton,West Bengal Main Market,Common,1704,3204,1954,304,2454.0
2020-04-25,West Bengal,Cotton,West Bengal Main Market,Common,2170,1670,2420,270,1920.0
2020-05-25,West Bengal,Cotton,West Bengal Main Market,Common,2484,1984,2734,584,2234.0
2020-06-24,West Bengal,Cotton,West Bengal Main Market,Common,1138,3638,1388,238,2388.0
2020-07-24,West Bengal,Cotton,West Bengal Main Market,Common,1490,1990,1740,590,1740.0
2020-08-23,West Bengal,Cotton,West Bengal Main Market,Common,2822,2822,3072,422,2822.0
2020-09-22,West Bengal,Cotton,West Bengal Main Market,Common,1947,3447,2197,547,2697.0
2020-10-22,West Bengal,Cotton,West Bengal Main Market,Common,1990,2990,2240,590,2490.0
2020-11-21,West Bengal,Cotton,West Bengal Main Market,Common,2138,1638,2388,238,1888.0
2020-12-21,West Bengal,Cotton,West Bengal Main Market,Common,1752,2252,2002,352,2002.0
2021-01-20,West Bengal,Cotton,West Bengal Main Market,Common,2149,2649,2399,249,2399.0
2021-02-19,West Bengal,Cotton,West Bengal Main Market,Common,2937,2937,3187,537,2937.0
2021-03-21,West Bengal,Cotton,West Bengal Main Market,Common,2337,3837,2587,437,3087.0
2021-04-20,West Bengal,Cotton,West Bengal Main Market,Common,1224,3224,1474,324,2224.0
2021-05-20,West Bengal,Cotton,West Bengal Main Market,Common,2867,2367,3117,467,2617.0
2021-06-19,West Bengal,Cotton,West Bengal Main Market,Common,1051,2551,1301,151,1801.0
2021-07-19,West Bengal,Cotton,West Bengal Main Market,Common,2577,2577,2827,177,2577.0
2021-08-18,West Bengal,Cotton,West Bengal Main Market,Common,1104,3604,1354,204,2354.0
2021-09-17,West Bengal,Cotton,West Bengal Main Market,Common,1589,2589,1839,189,2089.0
2021-10-17,West Bengal,Cotton,West Bengal Main Market,Common,2609,2609,2859,209,2609.0
2021-11-16,West Bengal,Cotton,West Bengal Main Market,Common,2300,2800,2550,400,2550.0
2021-12-16,West Bengal,Cotton,West Bengal Main Market,Common,1646,2646,1896,246,2146.0
2022-01-15,West Bengal,Cotton,West Bengal Main Market,Common,1162,2162,1412,262,1662.0
2022-02-14,West Bengal,Cotton,West Bengal Main Market,Common,2237,2737,2487,337,2487.0
2022-03-16,West Bengal,Cotton,West Bengal Main Market,Common,1219,3719,1469,319,2469.0
2022-04-15,West Bengal,Cotton,West Bengal Main Market,Common,2555,3555,2805,155,3055.0
2022-05-15,West Bengal,Cotton,West Bengal Main Market,Common,2522,2522,2772,122,2522.0
2022-06-14,West Bengal,Cotton,West Bengal Main Market,Common,2997,2997,3247,597,2997.0
2022-07-14,West Bengal,Cotton,West Bengal Main Market,Common,1655,1655,1905,255,1655.0
2022-08-13,West Bengal,Cotton,West Bengal Main Market,Common,2717,3717,2967,317,3217.0
2022-09-12,West Bengal,Cotton,West Bengal Main Market,Common,1302,1802,1552,402,1552.0
2022-10-12,West Bengal,Cotton,West Bengal Main Market,Common,2704,2204,2954,304,2454.0
2022-11-11,West Bengal,Cotton,West Bengal Main Market,Common,2446,2946,2696,546,2696.0
2022-12-11,West Bengal,Cotton,West Bengal Main Market,Common,1885,1885,2135,485,1885.0
2023-01-10,West Bengal,Cotton,West Bengal Main Market,Common,2000,2500,2250,100,2250.0
2023-02-09,West Bengal,Cotton,West Bengal Main Market,Common,2276,3776,2526,376,3026.0
2023-03-11,West Bengal,Cotton,West Bengal Main Market,Common,2280,2280,2530,380,2280.0
2023-04-10,West Bengal,Cotton,West Bengal Main Market,Common,1014,2014,1264,114,1514.0
2023-05-10,West Bengal,Cotton,West Bengal Main Market,Common,2041,3541,2291,141,2791.0
2023-06-09,West Bengal,Cotton,West Bengal Main Market,Common,2929,3929,3179,529,3429.0
2023-07-09,West Bengal,Cotton,West Bengal Main Market,Common,2581,2081,2831,181,2331.0
2023-08-08,West Bengal,Cotton,West Bengal Main Market,Common,2463,2963,2713,563,2713.0
2023-09-07,West Bengal,Cotton,West Bengal Main Market,Common,2413,3913,2663,513,3163.0
2023-10-07,West Bengal,Cotton,West Bengal Main Market,Common,1148,1648,1398,248,1398.0
2023-11-06,West Bengal,Cotton,West Bengal Main Market,Common,1974,2474,2224,574,2224.0
2023-12-06,West Bengal,Cotton,West Bengal Main Market,Common,2754,1754,3004,354,2254.0
2024-01-05,West Bengal,Cotton,West Bengal Main Market,Common,2897,2397,3147,497,2647.0
2024-02-04,West Bengal,Cotton,West Bengal Main Market,Common,1866,1866,2116,466,1866.0
2024-03-05,West Bengal,Cotton,West Bengal Main Market,Common,1054,1554,1304,154,1304.0
2024-04-04,West Bengal,Cotton,West Bengal Main Market,Common,1153,2653,1403,253,1903.0
2024-05-04,West Bengal,Cotton,West Bengal Main Market,Common,2777,3277,3027,377,3027.0
2024-06-03,West Bengal,Cotton,West Bengal Main Market,Common,1979,3479,2229,579,2729.0
2024-07-03,West Bengal,Cotton,West Bengal Main Market,Common,2975,2975,3225,575,2975.0
2024-08-02,West Bengal,Cotton,West Bengal Main Market,Common,1116,2616,1366,216,1866.0
2024-09-01,West Bengal,Cotton,West Bengal Main Market,Common,1666,2666,1916,266,2166.0
2024-10-01,West Bengal,Cotton,West Bengal Main Market,Common,2281,1781,2531,381,2031.0
2019-01-01,West Bengal,Sugarcane,West Bengal Main Market,Common,2447,2447,2697,547,2447.0
2019-01-31,West Bengal,Sugarcane,West Bengal Main Market,Common,2715,3715,2965,315,3215.0
2019-03-02,West Bengal,Sugarcane,West Bengal Main Market,Common,1599,3599,1849,199,2599.0
2019-04-01,West Bengal,Sugarcane,West Bengal Main Market,Common,1660,1660,1910,260,1660.0
2019-05-01,West Bengal,Sugarcane,West Bengal Main Market,Common,2562,3062,2812,162,2812.0
2019-05-31,West Bengal,Sugarcane,West Bengal Main Market,Common,1795,2795,2045,395,2295.0
2019-06-30,West Bengal,Sugarcane,West Bengal Main Market,Common,1260,2260,1510,360,1760.0
2019-07-30,West Bengal,Sugarcane,West Bengal Main Market,Common,2503,1503,2753,103,2003.0
2019-08-29,West Bengal,Sugarcane,West Bengal Main Market,Common,2530,2530,2780,130,2530.0
2019-09-28,West Bengal,Sugarcane,West Bengal Main Market,Common,1252,3252,1502,352,2252.0
2019-10-28,West Bengal,Sugarcane,West Bengal Main Market,Common,1850,3350,2100,450,2600.0
2019-11-27,West Bengal,Sugarcane,West Bengal Main Market,Common,1642,3142,1892,242,2392.0
2019-12-27,West Bengal,Sugarcane,West Bengal Main Market,Common,2776,2776,3026,376,2776.0
2020-01-26,West Bengal,Sugarcane,West Bengal Main Market,Common,2707,2207,2957,307,2457.0
2020-02-25,West Bengal,Sugarcane,West Bengal Main Market,Common,1278,1778,1528,378,1528.0
2020-03-26,West Bengal,Sugarcane,West Bengal Main Market,Common,1351,3351,1601,451,2351.0
2020-04-25,West Bengal,Sugarcane,West Bengal Main Market,Common,2393,3393,2643,493,2893.0
2020-05-25,West Bengal,Sugarcane,West Bengal Main Market,Common,2575,3075,2825,175,2825.0
2020-06-24,West Bengal,Sugarcane,West Bengal Main Market,Common,2199,3699,2449,299,2949.0
2020-07-24,West Bengal,Sugarcane,West Bengal Main Market,Common,2844,2344,3094,444,2594.0
2020-08-23,West Bengal,Sugarcane,West Bengal Main Market,Common,2026,2526,2276,126,2276.0
2020-09-22,West Bengal,Sugarcane,West Bengal Main Market,Common,2581,2081,2831,181,2331.0
2020-10-22,West Bengal,Sugarcane,West Bengal Main Market,Common,2677,2677,2927,277,2677.0
2020-11-21,West Bengal,Sugarcane,West Bengal Main Market,Common,2793,3793,3043,393,3293.0
2020-12-21,West Bengal,Sugarcane,West Bengal Main Market,Common,1516,2016,1766,116,1766.0
2021-01-20,West Bengal,Sugarcane,West Bengal Main Market,Common,2328,1828,2578,428,2078.0
2021-02-19,West Bengal,Sugarcane,West Bengal Main Market,Common,1810,2310,2060,410,2060.0
2021-03-21,West Bengal,Sugarcane,West Bengal Main Market,Common,1871,3371,2121,471,2621.0
2021-04-20,West Bengal,Sugarcane,West Bengal Main Market,Common,2477,3977,2727,577,3227.0
2021-05-20,West Bengal,Sugarcane,West Bengal Main Market,Common,1066,3066,1316,166,2066.0
2021-06-19,West Bengal,Sugarcane,West Bengal Main Market,Common,2455,3455,2705,555,2955.0
2021-07-19,West Bengal,Sugarcane,West Bengal Main Market,Common,1325,3825,1575,425,2575.0
2021-08-18,West Bengal,Sugarcane,West Bengal Main Market,Common,1216,2716,1466,316,1966.0
2021-09-17,West Bengal,Sugarcane,West Bengal Main Market,Common,1631,3131,1881,231,2381.0
2021-10-17,West Bengal,Sugarcane,West Bengal Main Market,Common,1713,1713,1963,313,1713.0
2021-11-16,West Bengal,Sugarcane,West Bengal Main Market,Common,1830,3830,2080,430,2830.0
2021-12-16,West Bengal,Sugarcane,West Bengal Main Market,Common,2611,2111,2861,211,2361.0
2022-01-15,West Bengal,Sugarcane,West Bengal Main Market,Common,2629,3629,2879,229,3129.0
2022-02-14,West Bengal,Sugarcane,West Bengal Main Market,Common,2839,1839,3089,439,2339.0
2022-03-16,West Bengal,Sugarcane,West Bengal Main Market,Common,1950,2950,2200,550,2450.0
2022-04-15,West Bengal,Sugarcane,West Bengal Main Market,Common,1963,2463,2213,563,2213.0
2022-05-15,West Bengal,Sugarcane,West Bengal Main Market,Common,1475,2975,1725,575,2225.0
2022-06-14,West Bengal,Sugarcane,West Bengal Main Market,Common,2983,2483,3233,583,2733.0
2022-07-14,West Bengal,Sugarcane,West Bengal Main Market,Common,2849,3349,3099,449,3099.0
2022-08-13,West Bengal,Sugarcane,West Bengal Main Market,Common,1487,2987,1737,587,2237.0
2022-09-12,West Bengal,Sugarcane,West Bengal Main Market,Common,1539,3039,1789,139,2289.0
2022-10-12,West Bengal,Sugarcane,West Bengal Main Market,Common,2979,2479,3229,579,2729.0
2022-11-11,West Bengal,Sugarcane,West Bengal Main Market,Common,2753,1753,3003,353,2253.0
2022-12-11,West Bengal,Sugarcane,West Bengal Main Market,Common,1191,2691,1441,291,1941.0
2023-01-10,West Bengal,Sugarcane,West Bengal Main Market,Common,1530,2030,1780,130,1780.0
2023-02-09,West Bengal,Sugarcane,West Bengal Main Market,Common,1080,3080,1330,180,2080.0
2023-03-11,West Bengal,Sugarcane,West Bengal Main Market,Common,1306,3806,1556,406,2556.0
2023-04-10,West Bengal,Sugarcane,West Bengal Main Market,Common,1700,1700,1950,300,1700.0
2023-05-10,West Bengal,Sugarcane,West Bengal Main Market,Common,2683,2683,2933,283,2683.0
2023-06-09,West Bengal,Sugarcane,West Bengal Main Market,Common,1788,1788,2038,388,1788.0
2023-07-09,West Bengal,Sugarcane,West Bengal Main Market,Common,2134,3634,2384,234,2884.0
2023-08-08,West Bengal,Sugarcane,West Bengal Main Market,Common,1974,1974,2224,574,1974.0
2023-09-07,West Bengal,Sugarcane,West Bengal Main Market,Common,1356,3356,1606,456,2356.0
2023-10-07,West Bengal,Sugarcane,West Bengal Main Market,Common,1577,3577,1827,177,2577.0
2023-11-06,West Bengal,Sugarcane,West Bengal Main Market,Common,2533,2033,2783,133,2283.0
2023-12-06,West Bengal,Sugarcane,West Bengal Main Market,Common,1845,3845,2095,445,2845.0
2024-01-05,West Bengal,Sugarcane,West Bengal Main Market,Common,2980,1980,3230,580,2480.0
2024-02-04,West Bengal,Sugarcane,West Bengal Main Market,Common,2418,2418,2668,518,2418.0
2024-03-05,West Bengal,Sugarcane,West Bengal Main Market,Common,2596,3596,2846,196,3096.0
2024-04-04,West Bengal,Sugarcane,West Bengal Main Market,Common,2120,3620,2370,220,2870.0
2024-05-04,West Bengal,Sugarcane,West Bengal Main Market,Common,1597,1597,1847,197,1597.0
2024-06-03,West Bengal,Sugarcane,West Bengal Main Market,Common,1781,2781,2031,381,2281.0
2024-07-03,West Bengal,Sugarcane,West Bengal Main Market,Common,2958,2458,3208,558,2708.0
2024-08-02,West Bengal,Sugarcane,West Bengal Main Market,Common,2906,2406,3156,506,2656.0
2024-09-01,West Bengal,Sugarcane,West Bengal Main Market,Common,2829,3829,3079,429,3329.0
2024-10-01,West Bengal,Sugarcane,West Bengal Main Market,Common,1928,2928,2178,528,2428.0
2019-01-01,West Bengal,Onion,West Bengal Main Market,Common,1549,3049,1799,149,2299.0
2019-01-31,West Bengal,Onion,West Bengal Main Market,Common,2365,1865,2615,465,2115.0
2019-03-02,West Bengal,Onion,West Bengal Main Market,Common,2259,2759,2509,359,2509.0
2019-04-01,West Bengal,Onion,West Bengal Main Market,Common,1762,2262,2012,362,2012.0
2019-05-01,West Bengal,Onion,West Bengal Main Market,Common,1664,3664,1914,264,2664.0
2019-05-31,West Bengal,Onion,West Bengal Main Market,Common,2824,3824,3074,424,3324.0
2019-06-30,West Bengal,Onion,West Bengal Main Market,Common,1883,2383,2133,483,2133.0
2019-07-30,West Bengal,Onion,West Bengal Main Market,Common,2307,3807,2557,407,3057.0
2019-08-29,West Bengal,Onion,West Bengal Main Market,Common,2612,2612,2862,212,2612.0
2019-09-28,West Bengal,Onion,West Bengal Main Market,Common,1111,3611,1361,211,2361.0
2019-10-28,West Bengal,Onion,West Bengal Main Market,Common,2318,3818,2568,418,3068.0
2019-11-27,West Bengal,Onion,West Bengal Main Market,Common,1603,3603,1853,203,2603.0
2019-12-27,West Bengal,Onion,West Bengal Main Market,Common,2185,2685,2435,285,2435.0
2020-01-26,West Bengal,Onion,West Bengal Main Market,Common,2333,3833,2583,433,3083.0
2020-02-25,West Bengal,Onion,West Bengal Main Market,Common,2920,2920,3170,520,2920.0
2020-03-26,West Bengal,Onion,West Bengal Main Market,Common,1280,2280,1530,380,1780.0
2020-04-25,West Bengal,Onion,West Bengal Main Market,Common,2163,1663,2413,263,1913.0
2020-05-25,West Bengal,Onion,West Bengal Main Market,Common,2691,2691,2941,291,2691.0
2020-06-24,West Bengal,Onion,West Bengal Main Market,Common,1677,1677,1927,277,1677.0
2020-07-24,West Bengal,Onion,West Bengal Main Market,Common,2852,1852,3102,452,2352.0
2020-08-23,West Bengal,Onion,West Bengal Main Market,Common,1785,2285,2035,385,2035.0
2020-09-22,West Bengal,Onion,West Bengal Main Market,Common,1537,2037,1787,137,1787.0
2020-10-22,West Bengal,Onion,West Bengal Main Market,Common,2838,3838,3088,438,3338.0
2020-11-21,West Bengal,Onion,West Bengal Main Market,Common,1778,2778,2028,378,2278.0
2020-12-21,West Bengal,Onion,West Bengal Main Market,Common,1566,3566,1816,166,2566.0
2021-01-20,West Bengal,Onion,West Bengal Main Market,Common,2313,2313,2563,413,2313.0
2021-02-19,West Bengal,Onion,West Bengal Main Market,Common,2356,3356,2606,456,2856.0
2021-03-21,West Bengal,Onion,West Bengal Main Market,Common,1133,3133,1383,233,2133.0
2021-04-20,West Bengal,Onion,West Bengal Main Market,Common,2834,2834,3084,434,2834.0
2021-05-20,West Bengal,Onion,West Bengal Main Market,Common,2620,1620,2870,220,2120.0
2021-06-19,West Bengal,Onion,West Bengal Main Market,Common,2051,3551,2301,151,2801.0
2021-07-19,West Bengal,Onion,West Bengal Main Market,Common,1116,2116,1366,216,1616.0
2021-08-18,West Bengal,Onion,West Bengal Main Market,Common,1944,3444,2194,544,2694.0
2021-09-17,West Bengal,Onion,West Bengal Main Market,Common,1236,2236,1486,336,1736.0
2021-10-17,West Bengal,Onion,West Bengal Main Market,Common,1793,3793,2043,393,2793.0
2021-11-16,West Bengal,Onion,West Bengal Main Market,Common,1633,3633,1883,233,2633.0
2021-12-16,West Bengal,Onion,West Bengal Main Market,Common,2465,1965,2715,565,2215.0
2022-01-15,West Bengal,Onion,West Bengal Main Market,Common,2049,3549,2299,149,2799.0
