date,state,market_name,commodity,variety,arrivals_tonnes,traded_tonnes,min_price,max_price,modal_price
2024-07-27,Karnataka,Bangalore,Tomato,FAQ,59,49,1009,2809,2009
2024-08-03,Karnataka,Bangalore,Tomato,FAQ,212,102,1062,2362,1762
2024-08-10,Karnataka,Bangalore,Tomato,FAQ,56,96,2106,3406,2806
2024-08-17,Karnataka,Bangalore,Tomato,FAQ,171,61,1621,1921,2921
2024-08-24,Karnataka,Bangalore,Tomato,FAQ,103,143,1253,3053,2853
2024-08-31,Karnataka,Bangalore,Tomato,FAQ,213,53,1463,2763,1563
2024-09-07,Karnataka,Bangalore,Tomato,FAQ,81,121,1531,2831,2831
2024-09-14,Karnataka,Bangalore,Tomato,FAQ,104,44,1454,3254,2454
2024-09-21,Karnataka,Bangalore,Tomato,FAQ,109,99,1359,3659,2659
2024-09-28,Karnataka,Bangalore,Tomato,FAQ,150,40,1600,1900,2900
2022-01-01,Karnataka,Bangalore,Cotton,FAQ,130,70,1780,2080,2480
2022-01-08,Karnataka,Bangalore,Cotton,FAQ,59,49,1009,1809,1409
2022-01-15,Karnataka,Bangalore,Cotton,FAQ,148,138,1998,3298,1498
2022-01-22,Karnataka,Bangalore,Cotton,FAQ,131,71,2381,3681,2481
2022-01-29,Karnataka,Bangalore,Cotton,FAQ,163,103,2113,2913,3113
2022-02-05,Karnataka,Bangalore,Cotton,FAQ,73,63,1023,2823,1423
2022-02-12,Karnataka,Bangalore,Cotton,FAQ,132,122,1982,2282,2682
2022-02-19,Karnataka,Bangalore,Cotton,FAQ,226,166,2176,1976,1976
2022-02-26,Karnataka,Bangalore,Cotton,FAQ,224,164,1274,2574,2574
2022-03-05,Karnataka,Bangalore,Cotton,FAQ,217,57,2367,3167,1567
2022-03-12,Karnataka,Bangalore,Cotton,FAQ,132,172,2182,3482,1682
2022-03-19,Karnataka,Bangalore,Cotton,FAQ,216,106,2266,2566,1766
2022-03-26,Karnataka,Bangalore,Cotton,FAQ,171,61,1021,3321,2321
2022-04-02,Karnataka,Bangalore,Cotton,FAQ,217,157,1867,3167,1967
2022-04-09,Karnataka,Bangalore,Cotton,FAQ,137,127,1087,2887,2087
2022-04-16,Karnataka,Bangalore,Cotton,FAQ,220,160,1270,2570,2570
2022-04-23,Karnataka,Bangalore,Cotton,FAQ,165,55,1615,2915,1715
2022-04-30,Karnataka,Bangalore,Cotton,FAQ,156,46,1006,3306,2306
2022-05-07,Karnataka,Bangalore,Cotton,FAQ,187,177,2337,3137,2737
2022-05-14,Karnataka,Bangalore,Cotton,FAQ,64,104,1214,2014,1614
2022-05-21,Karnataka,Bangalore,Cotton,FAQ,185,175,1135,1935,2135
2022-05-28,Karnataka,Bangalore,Cotton,FAQ,89,179,1139,3439,1839
2022-06-04,Karnataka,Bangalore,Cotton,FAQ,146,136,1096,1896,1496
2022-06-11,Karnataka,Bangalore,Cotton,FAQ,124,164,2174,2474,2274
2022-06-18,Karnataka,Bangalore,Cotton,FAQ,229,69,1779,3579,2179
2022-06-25,Karnataka,Bangalore,Cotton,FAQ,204,94,2254,2554,2354
2022-07-02,Karnataka,Bangalore,Cotton,FAQ,189,79,1939,3739,1739
2022-07-09,Karnataka,Bangalore,Cotton,FAQ,139,179,2489,2289,1689
2022-07-16,Karnataka,Bangalore,Cotton,FAQ,62,152,1112,2412,2412
2022-07-23,Karnataka,Bangalore,Cotton,FAQ,134,124,2284,3084,2084
2022-07-30,Karnataka,Bangalore,Cotton,FAQ,99,189,1149,3449,1849
2022-08-06,Karnataka,Bangalore,Cotton,FAQ,117,157,1267,2067,2867
2022-08-13,Karnataka,Bangalore,Cotton,FAQ,64,104,1514,2814,2814
2022-08-20,Karnataka,Bangalore,Cotton,FAQ,85,75,2235,3035,2035
2022-08-27,Karnataka,Bangalore,Cotton,FAQ,161,101,1211,3511,1911
2022-09-03,Karnataka,Bangalore,Cotton,FAQ,77,117,1527,2827,2827
2022-09-10,Karnataka,Bangalore,Cotton,FAQ,97,187,1447,3247,1847
2022-09-17,Karnataka,Bangalore,Cotton,FAQ,229,169,2479,3779,3179
2022-09-24,Karnataka,Bangalore,Cotton,FAQ,67,57,2217,3017,2017
2022-10-01,Karnataka,Bangalore,Cotton,FAQ,141,131,1691,3491,1491
2022-10-08,Karnataka,Bangalore,Cotton,FAQ,93,183,2043,1843,3043
2022-10-15,Karnataka,Bangalore,Cotton,FAQ,234,174,1284,3584,1984
2022-10-22,Karnataka,Bangalore,Cotton,FAQ,158,48,2208,3508,1708
2022-10-29,Karnataka,Bangalore,Cotton,FAQ,160,150,1110,2910,2110
2022-11-05,Karnataka,Bangalore,Cotton,FAQ,218,108,1068,3368,1768
2022-11-12,Karnataka,Bangalore,Cotton,FAQ,117,57,2067,1867,1867
2022-11-19,Karnataka,Bangalore,Cotton,FAQ,233,173,2483,3783,2583
2022-11-26,Karnataka,Bangalore,Cotton,FAQ,75,65,1925,3225,2625
2022-12-03,Karnataka,Bangalore,Cotton,FAQ,83,123,2133,3433,2233
2022-12-10,Karnataka,Bangalore,Cotton,FAQ,184,124,2134,1934,1934
2022-12-17,Karnataka,Bangalore,Cotton,FAQ,211,151,1561,2361,2561
2022-12-24,Karnataka,Bangalore,Cotton,FAQ,230,120,1680,1980,1780
2022-12-31,Karnataka,Bangalore,Cotton,FAQ,92,132,1842,2642,2842
2023-01-07,Karnataka,Bangalore,Cotton,FAQ,181,71,1031,2331,2331
2023-01-14,Karnataka,Bangalore,Cotton,FAQ,187,127,1837,3137,2537
2023-01-21,Karnataka,Bangalore,Cotton,FAQ,171,111,1521,2321,2521
2023-01-28,Karnataka,Bangalore,Cotton,FAQ,176,166,2026,3326,2726
2023-02-04,Karnataka,Bangalore,Cotton,FAQ,182,172,2332,3132,1532
2023-02-11,Karnataka,Bangalore,Cotton,FAQ,158,98,1808,3108,3108
2023-02-18,Karnataka,Bangalore,Cotton,FAQ,173,113,2123,2923,2523
2023-02-25,Karnataka,Bangalore,Cotton,FAQ,62,52,1312,2612,1412
2023-03-04,Karnataka,Bangalore,Cotton,FAQ,176,116,1226,2526,1926
2023-03-11,Karnataka,Bangalore,Cotton,FAQ,134,74,1184,3484,1884
2023-03-18,Karnataka,Bangalore,Cotton,FAQ,83,173,2033,2833,2433
2023-03-25,Karnataka,Bangalore,Cotton,FAQ,94,184,1444,2244,3044
2023-04-01,Karnataka,Bangalore,Cotton,FAQ,113,53,1463,3263,3063
2023-04-08,Karnataka,Bangalore,Cotton,FAQ,122,162,2472,2272,1672
2023-04-15,Karnataka,Bangalore,Cotton,FAQ,223,113,1373,2173,2373
2023-04-22,Karnataka,Bangalore,Cotton,FAQ,241,131,1691,2991,2391
2023-04-29,Karnataka,Bangalore,Cotton,FAQ,63,153,2313,2613,3013
2023-05-06,Karnataka,Bangalore,Cotton,FAQ,123,63,1773,2073,1873
2023-05-13,Karnataka,Bangalore,Cotton,FAQ,204,44,2054,3354,1554
2023-05-20,Karnataka,Bangalore,Cotton,FAQ,213,53,1763,2563,2763
2023-05-27,Karnataka,Bangalore,Cotton,FAQ,243,183,1593,2393,1993
2023-06-03,Karnataka,Bangalore,Cotton,FAQ,172,62,1322,2122,2922
2023-06-10,Karnataka,Bangalore,Cotton,FAQ,142,132,1092,2892,2692
2023-06-17,Karnataka,Bangalore,Cotton,FAQ,115,55,1165,3465,1865
2023-06-24,Karnataka,Bangalore,Cotton,FAQ,155,45,1905,3705,2305
2023-07-01,Karnataka,Bangalore,Cotton,FAQ,170,60,1920,2720,2920
2023-07-08,Karnataka,Bangalore,Cotton,FAQ,151,91,1201,2501,2501
2023-07-15,Karnataka,Bangalore,Cotton,FAQ,55,45,1005,1805,2605
2023-07-22,Karnataka,Bangalore,Cotton,FAQ,81,121,1831,3631,2831
2023-07-29,Karnataka,Bangalore,Cotton,FAQ,209,49,1459,2759,1559
2023-08-05,Karnataka,Bangalore,Cotton,FAQ,238,78,1788,3588,2188
2023-08-12,Karnataka,Bangalore,Cotton,FAQ,145,135,1995,3295,2095
2023-08-19,Karnataka,Bangalore,Cotton,FAQ,232,172,1882,3182,1982
2023-08-26,Karnataka,Bangalore,Cotton,FAQ,75,165,2025,1825,2425
2023-09-02,Karnataka,Bangalore,Cotton,FAQ,136,126,2286,3086,2686
2023-09-09,Karnataka,Bangalore,Cotton,FAQ,227,167,2477,2777,1977
2023-09-16,Karnataka,Bangalore,Cotton,FAQ,163,153,2313,3113,2113
2023-09-23,Karnataka,Bangalore,Cotton,FAQ,218,58,1168,2968,2768
2023-09-30,Karnataka,Bangalore,Cotton,FAQ,51,141,2001,2801,2401
2023-10-07,Karnataka,Bangalore,Cotton,FAQ,173,163,1723,3523,1523
2023-10-14,Karnataka,Bangalore,Cotton,FAQ,191,131,1841,2141,1941
2023-10-21,Karnataka,Bangalore,Cotton,FAQ,227,117,1077,3377,2377
2023-10-28,Karnataka,Bangalore,Cotton,FAQ,123,113,1373,2673,1473
2023-11-04,Karnataka,Bangalore,Cotton,FAQ,161,101,2111,1911,1911
2023-11-11,Karnataka,Bangalore,Cotton,FAQ,64,54,1614,2414,2614
2023-11-18,Karnataka,Bangalore,Cotton,FAQ,60,100,1210,3010,2210
2023-11-25,Karnataka,Bangalore,Cotton,FAQ,193,83,1643,1943,2943
2023-12-02,Karnataka,Bangalore,Cotton,FAQ,186,76,2236,3536,2936
2023-12-09,Karnataka,Bangalore,Cotton,FAQ,195,185,2045,3345,2745
2023-12-16,Karnataka,Bangalore,Cotton,FAQ,230,120,1680,1980,1780
2023-12-23,Karnataka,Bangalore,Cotton,FAQ,116,56,2366,3666,2466
2023-12-30,Karnataka,Bangalore,Cotton,FAQ,224,114,1674,2974,1774
2024-01-06,Karnataka,Bangalore,Cotton,FAQ,180,120,2130,2930,2530
2024-01-13,Karnataka,Bangalore,Cotton,FAQ,210,50,1160,1960,2760
2024-01-20,Karnataka,Bangalore,Cotton,FAQ,101,141,1251,3051,1651
2024-01-27,Karnataka,Bangalore,Cotton,FAQ,212,102,1962,3762,1762
2024-02-03,Karnataka,Bangalore,Cotton,FAQ,167,107,2117,2917,2517
2024-02-10,Karnataka,Bangalore,Cotton,FAQ,148,138,1998,2298,1498
2024-02-17,Karnataka,Bangalore,Cotton,FAQ,111,151,1861,2661,1661
2024-02-24,Karnataka,Bangalore,Cotton,FAQ,118,158,2468,3268,1668
2024-03-02,Karnataka,Bangalore,Cotton,FAQ,82,72,1032,2832,1432
2024-03-09,Karnataka,Bangalore,Cotton,FAQ,216,106,1666,1966,1766
2024-03-16,Karnataka,Bangalore,Cotton,FAQ,187,127,2137,1937,3137
2024-03-23,Karnataka,Bangalore,Cotton,FAQ,134,74,1784,3084,1884
2024-03-30,Karnataka,Bangalore,Cotton,FAQ,223,113,1673,1973,1773
2024-04-06,Karnataka,Bangalore,Cotton,FAQ,195,135,1845,3145,3145
2024-04-13,Karnataka,Bangalore,Cotton,FAQ,184,124,1834,2134,2534
2024-04-20,Karnataka,Bangalore,Cotton,FAQ,99,189,1449,2249,3049
2024-04-27,Karnataka,Bangalore,Cotton,FAQ,64,104,2114,2414,2814
2024-05-04,Karnataka,Bangalore,Cotton,FAQ,128,68,1478,3278,2478
2024-05-11,Karnataka,Bangalore,Cotton,FAQ,76,66,1926,3226,1426
2024-05-18,Karnataka,Bangalore,Cotton,FAQ,100,40,2050,2850,2450
2024-05-25,Karnataka,Bangalore,Cotton,FAQ,193,133,1243,3543,3143
2024-06-01,Karnataka,Bangalore,Cotton,FAQ,161,151,2311,3111,2111
2024-06-08,Karnataka,Bangalore,Cotton,FAQ,129,119,1079,2879,2079
2024-06-15,Karnataka,Bangalore,Cotton,FAQ,186,126,1236,3536,2536
2024-06-22,Karnataka,Bangalore,Cotton,FAQ,205,95,1355,3155,2955
2024-06-29,Karnataka,Bangalore,Cotton,FAQ,58,148,1408,3208,2408
2024-07-06,Karnataka,Bangalore,Cotton,FAQ,62,52,2212,3012,2612
2024-07-13,Karnataka,Bangalore,Cotton,FAQ,66,56,1916,3216,1416
2024-07-20,Karnataka,Bangalore,Cotton,FAQ,75,115,1225,3025,1625
2024-07-27,Karnataka,Bangalore,Cotton,FAQ,50,40,1300,2600,1400
2024-08-03,Karnataka,Bangalore,Cotton,FAQ,188,78,1638,1938,1738
2024-08-10,Karnataka,Bangalore,Cotton,FAQ,194,134,2144,2944,3144
2024-08-17,Karnataka,Bangalore,Cotton,FAQ,89,79,1339,3639,2039
2024-08-24,Karnataka,Bangalore,Cotton,FAQ,117,157,1267,3067,2867
2024-08-31,Karnataka,Bangalore,Cotton,FAQ,167,107,1217,2517,2517
2024-09-07,Karnataka,Bangalore,Cotton,FAQ,107,147,2457,2257,2857
2024-09-14,Karnataka,Bangalore,Cotton,FAQ,87,77,1937,2237,1437
2024-09-21,Karnataka,Bangalore,Cotton,FAQ,73,63,1023,2823,2023
2024-09-28,Karnataka,Bangalore,Cotton,FAQ,249,139,2299,2599,2399
2022-01-01,Karnataka,Bangalore,Soybean,FAQ,211,101,1661,2961,2961
2022-01-08,Karnataka,Bangalore,Soybean,FAQ,113,153,1263,2063,2863
2022-01-15,Karnataka,Bangalore,Soybean,FAQ,102,42,1452,3252,1852
2022-01-22,Karnataka,Bangalore,Soybean,FAQ,210,100,1660,2960,2960
2022-01-29,Karnataka,Bangalore,Soybean,FAQ,233,123,1983,3783,1783
2022-02-05,Karnataka,Bangalore,Soybean,FAQ,75,115,2125,2425,1625
2022-02-12,Karnataka,Bangalore,Soybean,FAQ,167,107,2417,2717,1917
2022-02-19,Karnataka,Bangalore,Soybean,FAQ,185,175,1135,1935,2135
2022-02-26,Karnataka,Bangalore,Soybean,FAQ,182,172,1432,3732,1532
2022-03-05,Karnataka,Bangalore,Soybean,FAQ,57,147,2007,2807,2407
2022-03-12,Karnataka,Bangalore,Soybean,FAQ,241,131,1091,2391,2991
2022-03-19,Karnataka,Bangalore,Soybean,FAQ,173,163,1123,2923,2123
2022-03-26,Karnataka,Bangalore,Soybean,FAQ,111,51,2361,3661,3061
2022-04-02,Karnataka,Bangalore,Soybean,FAQ,107,147,1557,1857,1657
2022-04-09,Karnataka,Bangalore,Soybean,FAQ,175,65,2225,3525,2925
2022-04-16,Karnataka,Bangalore,Soybean,FAQ,88,178,1138,3438,1838
2022-04-23,Karnataka,Bangalore,Soybean,FAQ,67,157,1717,3017,3017
2022-04-30,Karnataka,Bangalore,Soybean,FAQ,92,182,2342,2642,3042
2022-05-07,Karnataka,Bangalore,Soybean,FAQ,151,41,1601,2901,2301
2022-05-14,Karnataka,Bangalore,Soybean,FAQ,130,120,1680,2480,1480
2022-05-21,Karnataka,Bangalore,Soybean,FAQ,127,117,1077,1877,2677
2022-05-28,Karnataka,Bangalore,Soybean,FAQ,149,189,2499,2299,1699
2022-06-04,Karnataka,Bangalore,Soybean,FAQ,183,73,1633,1933,1733
2022-06-11,Karnataka,Bangalore,Soybean,FAQ,128,68,1778,3078,3078
2022-06-18,Karnataka,Bangalore,Soybean,FAQ,237,177,1287,2587,1987
2022-06-25,Karnataka,Bangalore,Soybean,FAQ,96,136,2146,2446,1646
2022-07-02,Karnataka,Bangalore,Soybean,FAQ,224,64,2374,3174,2774
2022-07-09,Karnataka,Bangalore,Soybean,FAQ,197,87,1647,1947,2947
2022-07-16,Karnataka,Bangalore,Soybean,FAQ,62,52,1612,3412,1412
2022-07-23,Karnataka,Bangalore,Soybean,FAQ,208,98,1358,3158,2958
2022-07-30,Karnataka,Bangalore,Soybean,FAQ,195,85,1345,3145,2345
2022-08-06,Karnataka,Bangalore,Soybean,FAQ,73,163,1123,3423,3023
2022-08-13,Karnataka,Bangalore,Soybean,FAQ,228,168,1278,2578,1978
2022-08-20,Karnataka,Bangalore,Soybean,FAQ,171,61,2221,3521,2321
2022-08-27,Karnataka,Bangalore,Soybean,FAQ,73,113,1223,3023,2223
2022-09-03,Karnataka,Bangalore,Soybean,FAQ,161,101,2111,2911,2511
2022-09-10,Karnataka,Bangalore,Soybean,FAQ,99,189,2049,2849,2449
2022-09-17,Karnataka,Bangalore,Soybean,FAQ,206,96,1356,2156,2956
2022-09-24,Karnataka,Bangalore,Soybean,FAQ,229,69,1479,2779,2779
2022-10-01,Karnataka,Bangalore,Soybean,FAQ,92,132,2442,2242,2842
2022-10-08,Karnataka,Bangalore,Soybean,FAQ,223,113,2273,2573,2373
2022-10-15,Karnataka,Bangalore,Soybean,FAQ,154,94,2404,3704,1904
2022-10-22,Karnataka,Bangalore,Soybean,FAQ,97,137,1547,2847,1647
2022-10-29,Karnataka,Bangalore,Soybean,FAQ,133,73,1483,3283,1883
2022-11-05,Karnataka,Bangalore,Soybean,FAQ,175,115,1525,3325,2525
2022-11-12,Karnataka,Bangalore,Soybean,FAQ,200,140,2150,2950,2550
2022-11-19,Karnataka,Bangalore,Soybean,FAQ,228,168,1278,2578,1978
2022-11-26,Karnataka,Bangalore,Soybean,FAQ,87,77,1637,2437,2037
2022-12-03,Karnataka,Bangalore,Soybean,FAQ,124,114,1074,2874,2074
2022-12-10,Karnataka,Bangalore,Soybean,FAQ,87,77,1637,2437,2637
2022-12-17,Karnataka,Bangalore,Soybean,FAQ,242,132,2292,3592,2992
2022-12-24,Karnataka,Bangalore,Soybean,FAQ,145,135,2295,2095,2695
2022-12-31,Karnataka,Bangalore,Soybean,FAQ,146,186,1596,1896,1696
2023-01-07,Karnataka,Bangalore,Soybean,FAQ,221,161,2471,3771,1971
2023-01-14,Karnataka,Bangalore,Soybean,FAQ,82,122,1232,2032,2232
2023-01-21,Karnataka,Bangalore,Soybean,FAQ,91,181,2341,3641,2441
2023-01-28,Karnataka,Bangalore,Soybean,FAQ,89,129,1239,3039,2839
2023-02-04,Karnataka,Bangalore,Soybean,FAQ,137,177,2187,3487,2887
2023-02-11,Karnataka,Bangalore,Soybean,FAQ,152,92,2402,3702,2502
2023-02-18,Karnataka,Bangalore,Soybean,FAQ,146,136,1096,1896,2696
2023-02-25,Karnataka,Bangalore,Soybean,FAQ,240,80,1790,3590,2790
2023-03-04,Karnataka,Bangalore,Soybean,FAQ,144,134,2294,3094,1494
2023-03-11,Karnataka,Bangalore,Soybean,FAQ,200,40,1450,3750,1550
2023-03-18,Karnataka,Bangalore,Soybean,FAQ,82,72,2232,2032,2632
2023-03-25,Karnataka,Bangalore,Soybean,FAQ,86,176,1136,3436,1836
2023-04-01,Karnataka,Bangalore,Soybean,FAQ,123,163,1573,1873,1673
2023-04-08,Karnataka,Bangalore,Soybean,FAQ,178,168,1128,1928,2128
2023-04-15,Karnataka,Bangalore,Soybean,FAQ,55,145,1105,3405,1805
2023-04-22,Karnataka,Bangalore,Soybean,FAQ,229,69,1179,2979,1579
2023-04-29,Karnataka,Bangalore,Soybean,FAQ,80,120,2430,3230,2830
2023-05-06,Karnataka,Bangalore,Soybean,FAQ,210,150,2460,2760,2560
2023-05-13,Karnataka,Bangalore,Soybean,FAQ,246,136,1396,3196,2996
2023-05-20,Karnataka,Bangalore,Soybean,FAQ,69,109,1519,2819,1619
2023-05-27,Karnataka,Bangalore,Soybean,FAQ,82,72,1632,3432,2632
2023-06-03,Karnataka,Bangalore,Soybean,FAQ,63,153,2313,2613,2413
2023-06-10,Karnataka,Bangalore,Soybean,FAQ,70,160,1120,2420,2420
2023-06-17,Karnataka,Bangalore,Soybean,FAQ,71,111,2421,2221,2821
2023-06-24,Karnataka,Bangalore,Soybean,FAQ,230,120,1980,3780,1780
2023-07-01,Karnataka,Bangalore,Soybean,FAQ,54,94,2404,2204,2204
2023-07-08,Karnataka,Bangalore,Soybean,FAQ,123,63,2373,2673,1873
2023-07-15,Karnataka,Bangalore,Soybean,FAQ,218,108,2268,2568,1768
2023-07-22,Karnataka,Bangalore,Soybean,FAQ,114,104,1664,2464,1464
2023-07-29,Karnataka,Bangalore,Soybean,FAQ,213,153,2163,1963,2563
2023-08-05,Karnataka,Bangalore,Soybean,FAQ,108,48,2058,1858,3058
2023-08-12,Karnataka,Bangalore,Soybean,FAQ,189,179,1439,2739,2139
2023-08-19,Karnataka,Bangalore,Soybean,FAQ,211,151,2461,3761,3161
2023-08-26,Karnataka,Bangalore,Soybean,FAQ,65,105,1515,2815,2215
2023-09-02,Karnataka,Bangalore,Soybean,FAQ,96,136,2446,3246,2246
2023-09-09,Karnataka,Bangalore,Soybean,FAQ,130,170,1280,2080,2880
2023-09-16,Karnataka,Bangalore,Soybean,FAQ,107,147,2157,2457,1657
2023-09-23,Karnataka,Bangalore,Soybean,FAQ,55,145,2005,1805,1805
2023-09-30,Karnataka,Bangalore,Soybean,FAQ,209,149,1559,2359,3159
2023-10-07,Karnataka,Bangalore,Soybean,FAQ,94,84,1044,1844,2644
2023-10-14,Karnataka,Bangalore,Soybean,FAQ,131,121,1681,2481,2681
2023-10-21,Karnataka,Bangalore,Soybean,FAQ,220,60,2370,3170,2770
2023-10-28,Karnataka,Bangalore,Soybean,FAQ,142,182,2492,2292,1692
2023-11-04,Karnataka,Bangalore,Soybean,FAQ,116,156,2166,3466,2866
2023-11-11,Karnataka,Bangalore,Soybean,FAQ,185,75,1035,3335,2335
2023-11-18,Karnataka,Bangalore,Soybean,FAQ,50,140,1400,3200,2400
2023-11-25,Karnataka,Bangalore,Soybean,FAQ,132,122,2282,2082,1482
2023-12-02,Karnataka,Bangalore,Soybean,FAQ,242,182,1592,2392,2592
2023-12-09,Karnataka,Bangalore,Soybean,FAQ,217,57,2067,3367,2167
2023-12-16,Karnataka,Bangalore,Soybean,FAQ,235,125,1685,2985,1785
2023-12-23,Karnataka,Bangalore,Soybean,FAQ,224,114,1074,3374,2374
2023-12-30,Karnataka,Bangalore,Soybean,FAQ,213,103,1363,3163,2963
2024-01-06,Karnataka,Bangalore,Soybean,FAQ,225,65,2375,2175,2175
2024-01-13,Karnataka,Bangalore,Soybean,FAQ,127,67,1477,3277,3077
2024-01-20,Karnataka,Bangalore,Soybean,FAQ,61,151,2311,3611,3011
2024-01-27,Karnataka,Bangalore,Soybean,FAQ,91,181,2341,2641,3041
2024-02-03,Karnataka,Bangalore,Soybean,FAQ,192,82,1942,3742,2342
2024-02-10,Karnataka,Bangalore,Soybean,FAQ,112,152,1262,2062,2862
2024-02-17,Karnataka,Bangalore,Soybean,FAQ,64,104,2414,2214,2214
2024-02-24,Karnataka,Bangalore,Soybean,FAQ,136,76,1786,2086,2486
2024-03-02,Karnataka,Bangalore,Soybean,FAQ,97,137,1247,3047,1647
2024-03-09,Karnataka,Bangalore,Soybean,FAQ,90,130,1240,2040,1640
2024-03-16,Karnataka,Bangalore,Soybean,FAQ,209,99,1659,1959,2959
2024-03-23,Karnataka,Bangalore,Soybean,FAQ,197,187,1447,2747,2147
2024-03-30,Karnataka,Bangalore,Soybean,FAQ,214,54,1164,2964,2764
2024-04-06,Karnataka,Bangalore,Soybean,FAQ,209,99,1059,3359,2359
2024-04-13,Karnataka,Bangalore,Soybean,FAQ,114,104,1964,2264,2064
2024-04-20,Karnataka,Bangalore,Soybean,FAQ,217,157,2167,1967,2567
2024-04-27,Karnataka,Bangalore,Soybean,FAQ,130,170,1580,1880,1680
2024-05-04,Karnataka,Bangalore,Soybean,FAQ,190,130,2140,1940,3140
2024-05-11,Karnataka,Bangalore,Soybean,FAQ,178,168,2328,2128,2728
2024-05-18,Karnataka,Bangalore,Soybean,FAQ,247,137,2297,3597,2397
2024-05-25,Karnataka,Bangalore,Soybean,FAQ,243,183,1893,2193,1993
2024-06-01,Karnataka,Bangalore,Soybean,FAQ,66,106,1216,3016,2216
2024-06-08,Karnataka,Bangalore,Soybean,FAQ,175,65,1325,3125,2325
2024-06-15,Karnataka,Bangalore,Soybean,FAQ,138,128,1388,2688,1488
2024-06-22,Karnataka,Bangalore,Soybean,FAQ,191,131,1841,3141,1941
2024-06-29,Karnataka,Bangalore,Soybean,FAQ,118,58,1468,3268,3068
2024-07-06,Karnataka,Bangalore,Soybean,FAQ,216,56,2066,2366,1566
2024-07-13,Karnataka,Bangalore,Soybean,FAQ,198,138,1548,2348,3148
2024-07-20,Karnataka,Bangalore,Soybean,FAQ,140,130,1690,3490,1490
2024-07-27,Karnataka,Bangalore,Soybean,FAQ,193,83,1343,3143,2343
2024-08-03,Karnataka,Bangalore,Soybean,FAQ,168,158,1418,3718,2118
2024-08-10,Karnataka,Bangalore,Soybean,FAQ,150,90,1500,3300,1900
2024-08-17,Karnataka,Bangalore,Soybean,FAQ,79,69,1929,3229,2029
2024-08-24,Karnataka,Bangalore,Soybean,FAQ,156,46,1906,3706,1706
2024-08-31,Karnataka,Bangalore,Soybean,FAQ,145,85,2095,2895,1895
2024-09-07,Karnataka,Bangalore,Soybean,FAQ,92,182,2342,3642,1842
2024-09-14,Karnataka,Bangalore,Soybean,FAQ,157,147,2307,3107,2107
2024-09-21,Karnataka,Bangalore,Soybean,FAQ,190,180,1740,2540,2740
2024-09-28,Karnataka,Bangalore,Soybean,FAQ,103,143,1853,3653,2853
2022-01-01,Karnataka,Bangalore,Maize,FAQ,248,138,1998,3798,1798
2022-01-08,Karnataka,Bangalore,Maize,FAQ,115,55,1765,3065,1865
2022-01-15,Karnataka,Bangalore,Maize,FAQ,105,45,1755,2055,2455
2022-01-22,Karnataka,Bangalore,Maize,FAQ,207,47,1757,3557,2157
2022-01-29,Karnataka,Bangalore,Maize,FAQ,112,102,1362,3662,2662
2022-02-05,Karnataka,Bangalore,Maize,FAQ,130,170,2180,3480,2280
2022-02-12,Karnataka,Bangalore,Maize,FAQ,235,75,1485,2785,2785
2022-02-19,Karnataka,Bangalore,Maize,FAQ,137,77,2087,1887,3087
2022-02-26,Karnataka,Bangalore,Maize,FAQ,140,130,1990,3290,2690
2022-03-05,Karnataka,Bangalore,Maize,FAQ,206,46,2356,3156,2156
2022-03-12,Karnataka,Bangalore,Maize,FAQ,230,120,1080,3380,2380
2022-03-19,Karnataka,Bangalore,Maize,FAQ,160,100,1210,2510,1910
2022-03-26,Karnataka,Bangalore,Maize,FAQ,202,142,1552,2352,3152
2022-04-02,Karnataka,Bangalore,Maize,FAQ,213,53,1463,2763,2763
2022-04-09,Karnataka,Bangalore,Maize,FAQ,94,184,1144,3444,3044
2022-04-16,Karnataka,Bangalore,Maize,FAQ,102,42,2052,1852,1852
2022-04-23,Karnataka,Bangalore,Maize,FAQ,134,124,1384,3684,2084
2022-04-30,Karnataka,Bangalore,Maize,FAQ,242,132,1692,1992,1792
2022-05-07,Karnataka,Bangalore,Maize,FAQ,208,148,2458,3758,1958
2022-05-14,Karnataka,Bangalore,Maize,FAQ,69,159,1719,2019,3019
2022-05-21,Karnataka,Bangalore,Maize,FAQ,66,106,2416,3216,2216
2022-05-28,Karnataka,Bangalore,Maize,FAQ,134,74,1484,2284,1884
2022-06-04,Karnataka,Bangalore,Maize,FAQ,56,146,2306,3606,3006
2022-06-11,Karnataka,Bangalore,Maize,FAQ,56,46,1606,2406,2606
2022-06-18,Karnataka,Bangalore,Maize,FAQ,66,156,1416,3216,3016
2022-06-25,Karnataka,Bangalore,Maize,FAQ,226,166,1576,2376,1976
2022-07-02,Karnataka,Bangalore,Maize,FAQ,245,185,1595,2395,2595
2022-07-09,Karnataka,Bangalore,Maize,FAQ,61,101,2411,2211,2811
2022-07-16,Karnataka,Bangalore,Maize,FAQ,218,108,1968,2768,2968
2022-07-23,Karnataka,Bangalore,Maize,FAQ,206,96,2256,3556,2356
2022-07-30,Karnataka,Bangalore,Maize,FAQ,160,150,2310,3110,1510
2022-08-06,Karnataka,Bangalore,Maize,FAQ,232,172,1882,2182,3182
2022-08-13,Karnataka,Bangalore,Maize,FAQ,125,165,1875,2675,1675
2022-08-20,Karnataka,Bangalore,Maize,FAQ,189,129,1239,2539,1939
2022-08-27,Karnataka,Bangalore,Maize,FAQ,176,166,2326,2126,1526
