year,state,district,crop,area_hectares,production_tonnes,yield_tonnes_per_hectare,irrigated_area_hectares,rainfed_area_hectares
2021,Maharashtra,Aurangabad,Sugarcane,17638.8,1234716.0,70.0,12347.2,5291.6
2022,Maharashtra,Aurangabad,Sugarcane,17638.8,1234716.0,70.0,12347.2,5291.6
2023,Maharashtra,Aurangabad,Sugarcane,17638.8,1234716.0,70.0,12347.2,5291.6
2024,Maharashtra,Aurangabad,Sugarcane,17638.8,1234716.0,70.0,12347.2,5291.6
2019,Maharashtra,Aurangabad,Soybean,14531.4,15984.5,1.1,10172.0,4359.4
2020,Maharashtra,Aurangabad,Soybean,14531.4,15984.5,1.1,10172.0,4359.4
2021,Maharashtra,Aurangabad,Soybean,14531.4,15984.5,1.1,10172.0,4359.4
2022,Maharashtra,Aurangabad,Soybean,14531.4,15984.5,1.1,10172.0,4359.4
2023,Maharashtra,Aurangabad,Soybean,14531.4,15984.5,1.1,10172.0,4359.4
2024,Maharashtra,Aurangabad,Soybean,14531.4,15984.5,1.1,10172.0,4359.4
2019,Maharashtra,Aurangabad,Maize,7809.9,21867.7,2.8,5466.9,2343.0
2020,Maharashtra,Aurangabad,Maize,7809.9,21867.7,2.8,5466.9,2343.0
2021,Maharashtra,Aurangabad,Maize,7809.9,21867.7,2.8,5466.9,2343.0
2022,Maharashtra,Aurangabad,Maize,7809.9,21867.7,2.8,5466.9,2343.0
2023,Maharashtra,Aurangabad,Maize,7809.9,21867.7,2.8,5466.9,2343.0
2024,Maharashtra,Aurangabad,Maize,7809.9,21867.7,2.8,5466.9,2343.0
2019,Maharashtra,Aurangabad,Groundnut,24157.2,33820.1,1.4,16910.0,7247.2
2020,Maharashtra,Aurangabad,Groundnut,24157.2,33820.1,1.4,16910.0,7247.2
2021,Maharashtra,Aurangabad,Groundnut,24157.2,33820.1,1.4,16910.0,7247.2
2022,Maharashtra,Aurangabad,Groundnut,24157.2,33820.1,1.4,16910.0,7247.2
2023,Maharashtra,Aurangabad,Groundnut,24157.2,33820.1,1.4,16910.0,7247.2
2024,Maharashtra,Aurangabad,Groundnut,24157.2,33820.1,1.4,16910.0,7247.2
2019,Maharashtra,Aurangabad,Onion,8205.8,147704.4,18.0,5744.1,2461.7
2020,Maharashtra,Aurangabad,Onion,8205.8,147704.4,18.0,5744.1,2461.7
2021,Maharashtra,Aurangabad,Onion,8205.8,147704.4,18.0,5744.1,2461.7
2022,Maharashtra,Aurangabad,Onion,8205.8,147704.4,18.0,5744.1,2461.7
2023,Maharashtra,Aurangabad,Onion,8205.8,147704.4,18.0,5744.1,2461.7
2024,Maharashtra,Aurangabad,Onion,8205.8,147704.4,18.0,5744.1,2461.7
2019,Gujarat,Ahmedabad,Rice,68143.2,170358.0,2.5,47700.2,20443.0
2020,Gujarat,Ahmedabad,Rice,68143.2,170358.0,2.5,47700.2,20443.0
2021,Gujarat,Ahmedabad,Rice,68143.2,170358.0,2.5,47700.2,20443.0
2022,Gujarat,Ahmedabad,Rice,68143.2,170358.0,2.5,47700.2,20443.0
2023,Gujarat,Ahmedabad,Rice,68143.2,170358.0,2.5,47700.2,20443.0
2024,Gujarat,Ahmedabad,Rice,68143.2,170358.0,2.5,47700.2,20443.0
2019,Gujarat,Ahmedabad,Wheat,52159.0,166908.8,3.2,36511.3,15647.7
2020,Gujarat,Ahmedabad,Wheat,52159.0,166908.8,3.2,36511.3,15647.7
2021,Gujarat,Ahmedabad,Wheat,52159.0,166908.8,3.2,36511.3,15647.7
2022,Gujarat,Ahmedabad,Wheat,52159.0,166908.8,3.2,36511.3,15647.7
2023,Gujarat,Ahmedabad,Wheat,52159.0,166908.8,3.2,36511.3,15647.7
2024,Gujarat,Ahmedabad,Wheat,52159.0,166908.8,3.2,36511.3,15647.7
2019,Gujarat,Ahmedabad,Cotton,45156.8,22578.4,0.5,31609.8,13547.0
2020,Gujarat,Ahmedabad,Cotton,45156.8,22578.4,0.5,31609.8,13547.0
2021,Gujarat,Ahmedabad,Cotton,45156.8,22578.4,0.5,31609.8,13547.0
2022,Gujarat,Ahmedabad,Cotton,45156.8,22578.4,0.5,31609.8,13547.0
2023,Gujarat,Ahmedabad,Cotton,45156.8,22578.4,0.5,31609.8,13547.0
2024,Gujarat,Ahmedabad,Cotton,45156.8,22578.4,0.5,31609.8,13547.0
2019,Gujarat,Ahmedabad,Sugarcane,10189.2,713244.0,70.0,7132.4,3056.8
2020,Gujarat,Ahmedabad,Sugarcane,10189.2,713244.0,70.0,7132.4,3056.8
2021,Gujarat,Ahmedabad,Sugarcane,10189.2,713244.0,70.0,7132.4,3056.8
2022,Gujarat,Ahmedabad,Sugarcane,10189.2,713244.0,70.0,7132.4,3056.8
2023,Gujarat,Ahmedabad,Sugarcane,10189.2,713244.0,70.0,7132.4,3056.8
2024,Gujarat,Ahmedabad,Sugarcane,10189.2,713244.0,70.0,7132.4,3056.8
2019,Gujarat,Ahmedabad,Soybean,48732.3,53605.5,1.1,34112.6,14619.7
2020,Gujarat,Ahmedabad,Soybean,48732.3,53605.5,1.1,34112.6,14619.7
2021,Gujarat,Ahmedabad,Soybean,48732.3,53605.5,1.1,34112.6,14619.7
2022,Gujarat,Ahmedabad,Soybean,48732.3,53605.5,1.1,34112.6,14619.7
2023,Gujarat,Ahmedabad,Soybean,48732.3,53605.5,1.1,34112.6,14619.7
2024,Gujarat,Ahmedabad,Soybean,48732.3,53605.5,1.1,34112.6,14619.7
2019,Gujarat,Ahmedabad,Maize,37914.1,106159.5,2.8,26539.9,11374.2
2020,Gujarat,Ahmedabad,Maize,37914.1,106159.5,2.8,26539.9,11374.2
2021,Gujarat,Ahmedabad,Maize,37914.1,106159.5,2.8,26539.9,11374.2
2022,Gujarat,Ahmedabad,Maize,37914.1,106159.5,2.8,26539.9,11374.2
2023,Gujarat,Ahmedabad,Maize,37914.1,106159.5,2.8,26539.9,11374.2
2024,Gujarat,Ahmedabad,Maize,37914.1,106159.5,2.8,26539.9,11374.2
2019,Gujarat,Ahmedabad,Groundnut,25064.4,35090.2,1.4,17545.1,7519.3
2020,Gujarat,Ahmedabad,Groundnut,25064.4,35090.2,1.4,17545.1,7519.3
2021,Gujarat,Ahmedabad,Groundnut,25064.4,35090.2,1.4,17545.1,7519.3
2022,Gujarat,Ahmedabad,Groundnut,25064.4,35090.2,1.4,17545.1,7519.3
2023,Gujarat,Ahmedabad,Groundnut,25064.4,35090.2,1.4,17545.1,7519.3
2024,Gujarat,Ahmedabad,Groundnut,25064.4,35090.2,1.4,17545.1,7519.3
2019,Gujarat,Ahmedabad,Onion,11705.0,210690.0,18.0,8193.5,3511.5
2020,Gujarat,Ahmedabad,Onion,11705.0,210690.0,18.0,8193.5,3511.5
2021,Gujarat,Ahmedabad,Onion,11705.0,210690.0,18.0,8193.5,3511.5
2022,Gujarat,Ahmedabad,Onion,11705.0,210690.0,18.0,8193.5,3511.5
2023,Gujarat,Ahmedabad,Onion,11705.0,210690.0,18.0,8193.5,3511.5
2024,Gujarat,Ahmedabad,Onion,11705.0,210690.0,18.0,8193.5,3511.5
2019,Gujarat,Rajkot,Rice,49468.8,123672.0,2.5,34628.2,14840.6
2020,Gujarat,Rajkot,Rice,49468.8,123672.0,2.5,34628.2,14840.6
2021,Gujarat,Rajkot,Rice,49468.8,123672.0,2.5,34628.2,14840.6
2022,Gujarat,Rajkot,Rice,49468.8,123672.0,2.5,34628.2,14840.6
2023,Gujarat,Rajkot,Rice,49468.8,123672.0,2.5,34628.2,14840.6
2024,Gujarat,Rajkot,Rice,49468.8,123672.0,2.5,34628.2,14840.6
2019,Gujarat,Rajkot,Wheat,16087.0,51478.4,3.2,11260.9,4826.1
2020,Gujarat,Rajkot,Wheat,16087.0,51478.4,3.2,11260.9,4826.1
2021,Gujarat,Rajkot,Wheat,16087.0,51478.4,3.2,11260.9,4826.1
2022,Gujarat,Rajkot,Wheat,16087.0,51478.4,3.2,11260.9,4826.1
2023,Gujarat,Rajkot,Wheat,16087.0,51478.4,3.2,11260.9,4826.1
2024,Gujarat,Rajkot,Wheat,16087.0,51478.4,3.2,11260.9,4826.1
2019,Gujarat,Rajkot,Cotton,36826.4,18413.2,0.5,25778.5,11047.9
2020,Gujarat,Rajkot,Cotton,36826.4,18413.2,0.5,25778.5,11047.9
2021,Gujarat,Rajkot,Cotton,36826.4,18413.2,0.5,25778.5,11047.9
2022,Gujarat,Rajkot,Cotton,36826.4,18413.2,0.5,25778.5,11047.9
2023,Gujarat,Rajkot,Cotton,36826.4,18413.2,0.5,25778.5,11047.9
2024,Gujarat,Rajkot,Cotton,36826.4,18413.2,0.5,25778.5,11047.9
2019,Gujarat,Rajkot,Sugarcane,3663.0,256410.0,70.0,2564.1,1098.9
2020,Gujarat,Rajkot,Sugarcane,3663.0,256410.0,70.0,2564.1,1098.9
2021,Gujarat,Rajkot,Sugarcane,3663.0,256410.0,70.0,2564.1,1098.9
2022,Gujarat,Rajkot,Sugarcane,3663.0,256410.0,70.0,2564.1,1098.9
2023,Gujarat,Rajkot,Sugarcane,3663.0,256410.0,70.0,2564.1,1098.9
2024,Gujarat,Rajkot,Sugarcane,3663.0,256410.0,70.0,2564.1,1098.9
2019,Gujarat,Rajkot,Soybean,53545.5,58900.1,1.1,37481.8,16063.6
2020,Gujarat,Rajkot,Soybean,53545.5,58900.1,1.1,37481.8,16063.6
2021,Gujarat,Rajkot,Soybean,53545.5,58900.1,1.1,37481.8,16063.6
2022,Gujarat,Rajkot,Soybean,53545.5,58900.1,1.1,37481.8,16063.6
2023,Gujarat,Rajkot,Soybean,53545.5,58900.1,1.1,37481.8,16063.6
2024,Gujarat,Rajkot,Soybean,53545.5,58900.1,1.1,37481.8,16063.6
2019,Gujarat,Rajkot,Maize,36374.8,101849.4,2.8,25462.4,10912.4
2020,Gujarat,Rajkot,Maize,36374.8,101849.4,2.8,25462.4,10912.4
2021,Gujarat,Rajkot,Maize,36374.8,101849.4,2.8,25462.4,10912.4
2022,Gujarat,Rajkot,Maize,36374.8,101849.4,2.8,25462.4,10912.4
2023,Gujarat,Rajkot,Maize,36374.8,101849.4,2.8,25462.4,10912.4
2024,Gujarat,Rajkot,Maize,36374.8,101849.4,2.8,25462.4,10912.4
2019,Gujarat,Rajkot,Groundnut,12571.2,17599.7,1.4,8799.8,3771.4
2020,Gujarat,Rajkot,Groundnut,12571.2,17599.7,1.4,8799.8,3771.4
2021,Gujarat,Rajkot,Groundnut,12571.2,17599.7,1.4,8799.8,3771.4
2022,Gujarat,Rajkot,Groundnut,12571.2,17599.7,1.4,8799.8,3771.4
2023,Gujarat,Rajkot,Groundnut,12571.2,17599.7,1.4,8799.8,3771.4
2024,Gujarat,Rajkot,Groundnut,12571.2,17599.7,1.4,8799.8,3771.4
2019,Gujarat,Rajkot,Onion,11733.4,211201.2,18.0,8213.4,3520.0
2020,Gujarat,Rajkot,Onion,11733.4,211201.2,18.0,8213.4,3520.0
2021,Gujarat,Rajkot,Onion,11733.4,211201.2,18.0,8213.4,3520.0
2022,Gujarat,Rajkot,Onion,11733.4,211201.2,18.0,8213.4,3520.0
2023,Gujarat,Rajkot,Onion,11733.4,211201.2,18.0,8213.4,3520.0
2024,Gujarat,Rajkot,Onion,11733.4,211201.2,18.0,8213.4,3520.0
2019,Gujarat,Surat,Rice,66582.0,166455.0,2.5,46607.4,19974.6
2020,Gujarat,Surat,Rice,66582.0,166455.0,2.5,46607.4,19974.6
2021,Gujarat,Surat,Rice,66582.0,166455.0,2.5,46607.4,19974.6
2022,Gujarat,Surat,Rice,66582.0,166455.0,2.5,46607.4,19974.6
2023,Gujarat,Surat,Rice,66582.0,166455.0,2.5,46607.4,19974.6
2024,Gujarat,Surat,Rice,66582.0,166455.0,2.5,46607.4,19974.6
2019,Gujarat,Surat,Wheat,30501.0,97603.2,3.2,21350.7,9150.3
2020,Gujarat,Surat,Wheat,30501.0,97603.2,3.2,21350.7,9150.3
2021,Gujarat,Surat,Wheat,30501.0,97603.2,3.2,21350.7,9150.3
2022,Gujarat,Surat,Wheat,30501.0,97603.2,3.2,21350.7,9150.3
2023,Gujarat,Surat,Wheat,30501.0,97603.2,3.2,21350.7,9150.3
2024,Gujarat,Surat,Wheat,30501.0,97603.2,3.2,21350.7,9150.3
2019,Gujarat,Surat,Cotton,40372.8,20186.4,0.5,28261.0,12111.8
2020,Gujarat,Surat,Cotton,40372.8,20186.4,0.5,28261.0,12111.8
2021,Gujarat,Surat,Cotton,40372.8,20186.4,0.5,28261.0,12111.8
2022,Gujarat,Surat,Cotton,40372.8,20186.4,0.5,28261.0,12111.8
2023,Gujarat,Surat,Cotton,40372.8,20186.4,0.5,28261.0,12111.8
2024,Gujarat,Surat,Cotton,40372.8,20186.4,0.5,28261.0,12111.8
2019,Gujarat,Surat,Sugarcane,15759.6,1103172.0,70.0,11031.7,4727.9
2020,Gujarat,Surat,Sugarcane,15759.6,1103172.0,70.0,11031.7,4727.9
2021,Gujarat,Surat,Sugarcane,15759.6,1103172.0,70.0,11031.7,4727.9
2022,Gujarat,Surat,Sugarcane,15759.6,1103172.0,70.0,11031.7,4727.9
2023,Gujarat,Surat,Sugarcane,15759.6,1103172.0,70.0,11031.7,4727.9
2024,Gujarat,Surat,Sugarcane,15759.6,1103172.0,70.0,11031.7,4727.9
2019,Gujarat,Surat,Soybean,33135.3,36448.8,1.1,23194.7,9940.6
2020,Gujarat,Surat,Soybean,33135.3,36448.8,1.1,23194.7,9940.6
2021,Gujarat,Surat,Soybean,33135.3,36448.8,1.1,23194.7,9940.6
2022,Gujarat,Surat,Soybean,33135.3,36448.8,1.1,23194.7,9940.6
2023,Gujarat,Surat,Soybean,33135.3,36448.8,1.1,23194.7,9940.6
2024,Gujarat,Surat,Soybean,33135.3,36448.8,1.1,23194.7,9940.6
2019,Gujarat,Surat,Maize,8225.0,23030.0,2.8,5757.5,2467.5
2020,Gujarat,Surat,Maize,8225.0,23030.0,2.8,5757.5,2467.5
2021,Gujarat,Surat,Maize,8225.0,23030.0,2.8,5757.5,2467.5
2022,Gujarat,Surat,Maize,8225.0,23030.0,2.8,5757.5,2467.5
2023,Gujarat,Surat,Maize,8225.0,23030.0,2.8,5757.5,2467.5
2024,Gujarat,Surat,Maize,8225.0,23030.0,2.8,5757.5,2467.5
2019,Gujarat,Surat,Groundnut,13221.6,18510.2,1.4,9255.1,3966.5
2020,Gujarat,Surat,Groundnut,13221.6,18510.2,1.4,9255.1,3966.5
2021,Gujarat,Surat,Groundnut,13221.6,18510.2,1.4,9255.1,3966.5
2022,Gujarat,Surat,Groundnut,13221.6,18510.2,1.4,9255.1,3966.5
2023,Gujarat,Surat,Groundnut,13221.6,18510.2,1.4,9255.1,3966.5
2024,Gujarat,Surat,Groundnut,13221.6,18510.2,1.4,9255.1,3966.5
2019,Gujarat,Surat,Onion,10739.6,193312.8,18.0,7517.7,3221.9
2020,Gujarat,Surat,Onion,10739.6,193312.8,18.0,7517.7,3221.9
2021,Gujarat,Surat,Onion,10739.6,193312.8,18.0,7517.7,3221.9
2022,Gujarat,Surat,Onion,10739.6,193312.8,18.0,7517.7,3221.9
2023,Gujarat,Surat,Onion,10739.6,193312.8,18.0,7517.7,3221.9
2024,Gujarat,Surat,Onion,10739.6,193312.8,18.0,7517.7,3221.9
2019,Gujarat,Vadodara,Rice,69513.6,173784.0,2.5,48659.5,20854.1
2020,Gujarat,Vadodara,Rice,69513.6,173784.0,2.5,48659.5,20854.1
2021,Gujarat,Vadodara,Rice,69513.6,173784.0,2.5,48659.5,20854.1
2022,Gujarat,Vadodara,Rice,69513.6,173784.0,2.5,48659.5,20854.1
2023,Gujarat,Vadodara,Rice,69513.6,173784.0,2.5,48659.5,20854.1
2024,Gujarat,Vadodara,Rice,69513.6,173784.0,2.5,48659.5,20854.1
2019,Gujarat,Vadodara,Wheat,20794.0,66540.8,3.2,14555.8,6238.2
2020,Gujarat,Vadodara,Wheat,20794.0,66540.8,3.2,14555.8,6238.2
2021,Gujarat,Vadodara,Wheat,20794.0,66540.8,3.2,14555.8,6238.2
2022,Gujarat,Vadodara,Wheat,20794.0,66540.8,3.2,14555.8,6238.2
2023,Gujarat,Vadodara,Wheat,20794.0,66540.8,3.2,14555.8,6238.2
2024,Gujarat,Vadodara,Wheat,20794.0,66540.8,3.2,14555.8,6238.2
2019,Gujarat,Vadodara,Cotton,25151.2,12575.6,0.5,17605.8,7545.4
2020,Gujarat,Vadodara,Cotton,25151.2,12575.6,0.5,17605.8,7545.4
2021,Gujarat,Vadodara,Cotton,25151.2,12575.6,0.5,17605.8,7545.4
2022,Gujarat,Vadodara,Cotton,25151.2,12575.6,0.5,17605.8,7545.4
2023,Gujarat,Vadodara,Cotton,25151.2,12575.6,0.5,17605.8,7545.4
2024,Gujarat,Vadodara,Cotton,25151.2,12575.6,0.5,17605.8,7545.4
2019,Gujarat,Vadodara,Sugarcane,12237.9,856653.0,70.0,8566.5,3671.4
2020,Gujarat,Vadodara,Sugarcane,12237.9,856653.0,70.0,8566.5,3671.4
2021,Gujarat,Vadodara,Sugarcane,12237.9,856653.0,70.0,8566.5,3671.4
2022,Gujarat,Vadodara,Sugarcane,12237.9,856653.0,70.0,8566.5,3671.4
2023,Gujarat,Vadodara,Sugarcane,12237.9,856653.0,70.0,8566.5,3671.4
2024,Gujarat,Vadodara,Sugarcane,12237.9,856653.0,70.0,8566.5,3671.4
2019,Gujarat,Vadodara,Soybean,51624.0,56786.4,1.1,36136.8,15487.2
2020,Gujarat,Vadodara,Soybean,51624.0,56786.4,1.1,36136.8,15487.2
2021,Gujarat,Vadodara,Soybean,51624.0,56786.4,1.1,36136.8,15487.2
2022,Gujarat,Vadodara,Soybean,51624.0,56786.4,1.1,36136.8,15487.2
2023,Gujarat,Vadodara,Soybean,51624.0,56786.4,1.1,36136.8,15487.2
2024,Gujarat,Vadodara,Soybean,51624.0,56786.4,1.1,36136.8,15487.2
2019,Gujarat,Vadodara,Maize,19310.9,54070.5,2.8,13517.6,5793.3
2020,Gujarat,Vadodara,Maize,19310.9,54070.5,2.8,13517.6,5793.3
2021,Gujarat,Vadodara,Maize,19310.9,54070.5,2.8,13517.6,5793.3
2022,Gujarat,Vadodara,Maize,19310.9,54070.5,2.8,13517.6,5793.3
2023,Gujarat,Vadodara,Maize,19310.9,54070.5,2.8,13517.6,5793.3
2024,Gujarat,Vadodara,Maize,19310.9,54070.5,2.8,13517.6,5793.3
2019,Gujarat,Vadodara,Groundnut,7936.2,11110.7,1.4,5555.3,2380.9
2020,Gujarat,Vadodara,Groundnut,7936.2,11110.7,1.4,5555.3,2380.9
2021,Gujarat,Vadodara,Groundnut,7936.2,11110.7,1.4,5555.3,2380.9
2022,Gujarat,Vadodara,Groundnut,7936.2,11110.7,1.4,5555.3,2380.9
2023,Gujarat,Vadodara,Groundnut,7936.2,11110.7,1.4,5555.3,2380.9
2024,Gujarat,Vadodara,Groundnut,7936.2,11110.7,1.4,5555.3,2380.9
2019,Gujarat,Vadodara,Onion,3514.8,63266.4,18.0,2460.4,1054.4
2020,Gujarat,Vadodara,Onion,3514.8,63266.4,18.0,2460.4,1054.4
2021,Gujarat,Vadodara,Onion,3514.8,63266.4,18.0,2460.4,1054.4
2022,Gujarat,Vadodara,Onion,3514.8,63266.4,18.0,2460.4,1054.4
2023,Gujarat,Vadodara,Onion,3514.8,63266.4,18.0,2460.4,1054.4
2024,Gujarat,Vadodara,Onion,3514.8,63266.4,18.0,2460.4,1054.4
2019,Gujarat,Junagadh,Rice,17798.4,44496.0,2.5,12458.9,5339.5
2020,Gujarat,Junagadh,Rice,17798.4,44496.0,2.5,12458.9,5339.5
2021,Gujarat,Junagadh,Rice,17798.4,44496.0,2.5,12458.9,5339.5
2022,Gujarat,Junagadh,Rice,17798.4,44496.0,2.5,12458.9,5339.5
2023,Gujarat,Junagadh,Rice,17798.4,44496.0,2.5,12458.9,5339.5
2024,Gujarat,Junagadh,Rice,17798.4,44496.0,2.5,12458.9,5339.5
2019,Gujarat,Junagadh,Wheat,48546.0,155347.2,3.2,33982.2,14563.8
2020,Gujarat,Junagadh,Wheat,48546.0,155347.2,3.2,33982.2,14563.8
2021,Gujarat,Junagadh,Wheat,48546.0,155347.2,3.2,33982.2,14563.8
2022,Gujarat,Junagadh,Wheat,48546.0,155347.2,3.2,33982.2,14563.8
2023,Gujarat,Junagadh,Wheat,48546.0,155347.2,3.2,33982.2,14563.8
2024,Gujarat,Junagadh,Wheat,48546.0,155347.2,3.2,33982.2,14563.8
2019,Gujarat,Junagadh,Cotton,26046.4,13023.2,0.5,18232.5,7813.9
2020,Gujarat,Junagadh,Cotton,26046.4,13023.2,0.5,18232.5,7813.9
2021,Gujarat,Junagadh,Cotton,26046.4,13023.2,0.5,18232.5,7813.9
2022,Gujarat,Junagadh,Cotton,26046.4,13023.2,0.5,18232.5,7813.9
2023,Gujarat,Junagadh,Cotton,26046.4,13023.2,0.5,18232.5,7813.9
2024,Gujarat,Junagadh,Cotton,26046.4,13023.2,0.5,18232.5,7813.9
2019,Gujarat,Junagadh,Sugarcane,7818.0,547260.0,70.0,5472.6,2345.4
2020,Gujarat,Junagadh,Sugarcane,7818.0,547260.0,70.0,5472.6,2345.4
2021,Gujarat,Junagadh,Sugarcane,7818.0,547260.0,70.0,5472.6,2345.4
2022,Gujarat,Junagadh,Sugarcane,7818.0,547260.0,70.0,5472.6,2345.4
2023,Gujarat,Junagadh,Sugarcane,7818.0,547260.0,70.0,5472.6,2345.4
2024,Gujarat,Junagadh,Sugarcane,7818.0,547260.0,70.0,5472.6,2345.4
2019,Gujarat,Junagadh,Soybean,34167.6,37584.4,1.1,23917.3,10250.3
2020,Gujarat,Junagadh,Soybean,34167.6,37584.4,1.1,23917.3,10250.3
2021,Gujarat,Junagadh,Soybean,34167.6,37584.4,1.1,23917.3,10250.3
2022,Gujarat,Junagadh,Soybean,34167.6,37584.4,1.1,23917.3,10250.3
2023,Gujarat,Junagadh,Soybean,34167.6,37584.4,1.1,23917.3,10250.3
2024,Gujarat,Junagadh,Soybean,34167.6,37584.4,1.1,23917.3,10250.3
2019,Gujarat,Junagadh,Maize,29607.9,82902.1,2.8,20725.5,8882.4
2020,Gujarat,Junagadh,Maize,29607.9,82902.1,2.8,20725.5,8882.4
2021,Gujarat,Junagadh,Maize,29607.9,82902.1,2.8,20725.5,8882.4
2022,Gujarat,Junagadh,Maize,29607.9,82902.1,2.8,20725.5,8882.4
2023,Gujarat,Junagadh,Maize,29607.9,82902.1,2.8,20725.5,8882.4
2024,Gujarat,Junagadh,Maize,29607.9,82902.1,2.8,20725.5,8882.4
2019,Gujarat,Junagadh,Groundnut,27385.8,38340.1,1.4,19170.1,8215.7
2020,Gujarat,Junagadh,Groundnut,27385.8,38340.1,1.4,19170.1,8215.7
2021,Gujarat,Junagadh,Groundnut,27385.8,38340.1,1.4,19170.1,8215.7
2022,Gujarat,Junagadh,Groundnut,27385.8,38340.1,1.4,19170.1,8215.7
2023,Gujarat,Junagadh,Groundnut,27385.8,38340.1,1.4,19170.1,8215.7
2024,Gujarat,Junagadh,Groundnut,27385.8,38340.1,1.4,19170.1,8215.7
2019,Gujarat,Junagadh,Onion,9478.2,170607.6,18.0,6634.7,2843.5
2020,Gujarat,Junagadh,Onion,9478.2,170607.6,18.0,6634.7,2843.5
2021,Gujarat,Junagadh,Onion,9478.2,170607.6,18.0,6634.7,2843.5
2022,Gujarat,Junagadh,Onion,9478.2,170607.6,18.0,6634.7,2843.5
2023,Gujarat,Junagadh,Onion,9478.2,170607.6,18.0,6634.7,2843.5
2024,Gujarat,Junagadh,Onion,9478.2,170607.6,18.0,6634.7,2843.5
2019,Rajasthan,Jaipur,Rice,39224.4,98061.0,2.5,27457.1,11767.3
2020,Rajasthan,Jaipur,Rice,39224.4,98061.0,2.5,27457.1,11767.3
2021,Rajasthan,Jaipur,Rice,39224.4,98061.0,2.5,27457.1,11767.3
2022,Rajasthan,Jaipur,Rice,39224.4,98061.0,2.5,27457.1,11767.3
2023,Rajasthan,Jaipur,Rice,39224.4,98061.0,2.5,27457.1,11767.3
2024,Rajasthan,Jaipur,Rice,39224.4,98061.0,2.5,27457.1,11767.3
2019,Rajasthan,Jaipur,Wheat,39962.0,127878.4,3.2,27973.4,11988.6
2020,Rajasthan,Jaipur,Wheat,39962.0,127878.4,3.2,27973.4,11988.6
2021,Rajasthan,Jaipur,Wheat,39962.0,127878.4,3.2,27973.4,11988.6
2022,Rajasthan,Jaipur,Wheat,39962.0,127878.4,3.2,27973.4,11988.6
2023,Rajasthan,Jaipur,Wheat,39962.0,127878.4,3.2,27973.4,11988.6
2024,Rajasthan,Jaipur,Wheat,39962.0,127878.4,3.2,27973.4,11988.6
2019,Rajasthan,Jaipur,Cotton,27968.8,13984.4,0.5,19578.2,8390.6
2020,Rajasthan,Jaipur,Cotton,27968.8,13984.4,0.5,19578.2,8390.6
2021,Rajasthan,Jaipur,Cotton,27968.8,13984.4,0.5,19578.2,8390.6
2022,Rajasthan,Jaipur,Cotton,27968.8,13984.4,0.5,19578.2,8390.6
2023,Rajasthan,Jaipur,Cotton,27968.8,13984.4,0.5,19578.2,8390.6
2024,Rajasthan,Jaipur,Cotton,27968.8,13984.4,0.5,19578.2,8390.6
2019,Rajasthan,Jaipur,Sugarcane,11856.3,829941.0,70.0,8299.4,3556.9
2020,Rajasthan,Jaipur,Sugarcane,11856.3,829941.0,70.0,8299.4,3556.9
2021,Rajasthan,Jaipur,Sugarcane,11856.3,829941.0,70.0,8299.4,3556.9
2022,Rajasthan,Jaipur,Sugarcane,11856.3,829941.0,70.0,8299.4,3556.9
2023,Rajasthan,Jaipur,Sugarcane,11856.3,829941.0,70.0,8299.4,3556.9
2024,Rajasthan,Jaipur,Sugarcane,11856.3,829941.0,70.0,8299.4,3556.9
2019,Rajasthan,Jaipur,Soybean,42859.8,47145.8,1.1,30001.9,12857.9
2020,Rajasthan,Jaipur,Soybean,42859.8,47145.8,1.1,30001.9,12857.9
2021,Rajasthan,Jaipur,Soybean,42859.8,47145.8,1.1,30001.9,12857.9
2022,Rajasthan,Jaipur,Soybean,42859.8,47145.8,1.1,30001.9,12857.9
2023,Rajasthan,Jaipur,Soybean,42859.8,47145.8,1.1,30001.9,12857.9
2024,Rajasthan,Jaipur,Soybean,42859.8,47145.8,1.1,30001.9,12857.9
2019,Rajasthan,Jaipur,Maize,10926.3,30593.6,2.8,7648.4,3277.9
2020,Rajasthan,Jaipur,Maize,10926.3,30593.6,2.8,7648.4,3277.9
2021,Rajasthan,Jaipur,Maize,10926.3,30593.6,2.8,7648.4,3277.9
2022,Rajasthan,Jaipur,Maize,10926.3,30593.6,2.8,7648.4,3277.9
2023,Rajasthan,Jaipur,Maize,10926.3,30593.6,2.8,7648.4,3277.9
2024,Rajasthan,Jaipur,Maize,10926.3,30593.6,2.8,7648.4,3277.9
2019,Rajasthan,Jaipur,Groundnut,26145.6,36603.8,1.4,18301.9,7843.7
2020,Rajasthan,Jaipur,Groundnut,26145.6,36603.8,1.4,18301.9,7843.7
2021,Rajasthan,Jaipur,Groundnut,26145.6,36603.8,1.4,18301.9,7843.7
2022,Rajasthan,Jaipur,Groundnut,26145.6,36603.8,1.4,18301.9,7843.7
2023,Rajasthan,Jaipur,Groundnut,26145.6,36603.8,1.4,18301.9,7843.7
2024,Rajasthan,Jaipur,Groundnut,26145.6,36603.8,1.4,18301.9,7843.7
2019,Rajasthan,Jaipur,Onion,2076.8,37382.4,18.0,1453.8,623.0
2020,Rajasthan,Jaipur,Onion,2076.8,37382.4,18.0,1453.8,623.0
2021,Rajasthan,Jaipur,Onion,2076.8,37382.4,18.0,1453.8,623.0
2022,Rajasthan,Jaipur,Onion,2076.8,37382.4,18.0,1453.8,623.0
